data_publicacao;uf;municipio;orgao;modalidade;itens_servidor;valor_estimado;no_grupo_1bit;numero_controle_pncp;link_pncp;link_portal_origem
2026-05-13;MA;Matões Do Norte;Municipio De Matoes Do Norte;Pregão - Eletrônico;1;45133,59;nao;01612831000187-1-000038/2026;https://pncp.gov.br/app/editais/01612831000187/2026/38;https://licitanet.com.br/sessao/185090
2026-05-13;SP;Piracaia;Municipio De Piracaia;Pregão - Eletrônico;1;6243,48;nao;45279627000161-1-000042/2026;https://pncp.gov.br/app/editais/45279627000161/2026/42;https://bllcompras.com/Process/ProcessView?param1=[gkz]nQtif0uCVMNMlddzdEEwbrxGolmRojat6XAnvANXPA/68dLpFJxmNaqClCdnHedGGH4fLU9gG6pUEr8zNpSY0RHDCHMuhVYB991bGUjrvhA=
2026-05-13;MG;Morro Do Pilar;Municipio De Morro Do Pilar;Pregão - Eletrônico;1;;nao;18303214000100-1-000027/2026;https://pncp.gov.br/app/editais/18303214000100/2026/27;https://app2.licitardigital.com.br/pesquisa/100505
2026-05-13;SC;Florianópolis;Consorcio Interfederativo Santa Catarina - Cincatarina;Pregão - Eletrônico;6;;nao;12075748000132-1-000074/2026;https://pncp.gov.br/app/editais/12075748000132/2026/74;
2026-05-12;MA;Codó;Municipio De Codo;Pregão - Eletrônico;2;;nao;06104863000195-1-000055/2026;https://pncp.gov.br/app/editais/06104863000195/2026/55;http://www.portaldecomprascodo.com.br
2026-05-12;PB;Pocinhos;Municipio De Pocinhos;Pregão - Eletrônico;1;45900,00;nao;08741688000172-1-000043/2026;https://pncp.gov.br/app/editais/08741688000172/2026/43;https://licitanet.com.br/sessao/184842
2026-05-11;MG;Carangola;Municipio De Carangola;Pregão - Eletrônico;2;25270,60;nao;19279827000104-1-000060/2026;https://pncp.gov.br/app/editais/19279827000104/2026/60;
2026-05-11;MG;Carangola;Municipio De Carangola;Pregão - Eletrônico;2;25270,60;nao;19279827000104-1-000061/2026;https://pncp.gov.br/app/editais/19279827000104/2026/61;https://licitanet.com.br/sessao/184787
2026-05-11;MA;Codó;Municipio De Codo;Pregão - Eletrônico;2;;nao;06104863000195-1-000052/2026;https://pncp.gov.br/app/editais/06104863000195/2026/52;http://www.portaldecomprascodo.com.br
2026-05-08;MG;Belo Horizonte;Minas Gerais Secretaria De Estado Da Educacao;Dispensa;1;114000,00;sim;18715599000105-1-000457/2026;https://pncp.gov.br/app/editais/18715599000105/2026/457;https://www1.compras.mg.gov.br/processocompra/processo/consultaProcessoCompra.html?metodo=pesquisar&numero=67&ano=2026&codigoUnidadeCompra=1261347
2026-05-08;PR;Guaíra;Municipio De Guaira;Pregão - Eletrônico;1;30949,00;nao;77857183000190-1-000147/2026;https://pncp.gov.br/app/editais/77857183000190/2026/147;
2026-05-08;SP;São Caetano Do Sul;Municipio De Sao Caetano Do Sul;Pregão - Eletrônico;1;;nao;59307595000175-1-000354/2025;https://pncp.gov.br/app/editais/59307595000175/2025/354;
2026-05-07;AM;Manaus;Fundacao De Vigilancia Em Saude - Fvs-Am;Dispensa;1;;nao;07141411000146-1-000003/2026;https://pncp.gov.br/app/editais/07141411000146/2026/3;https://www.e-compras.am.gov.br/publico/licitacoes_detalhes.asp?ident=254123
2026-05-07;MG;Pouso Alegre;Camara Municipal De Pouso Alegre;Pregão - Eletrônico;1;;sim;25650078000182-1-000033/2026;https://pncp.gov.br/app/editais/25650078000182/2026/33;
2026-05-07;CE;Caucaia;Municipio De Caucaia;Pregão - Eletrônico;1;440613,36;nao;07616162000106-1-000085/2026;https://pncp.gov.br/app/editais/07616162000106/2026/85;https://licitamaisbrasil.com.br/detalhes-do-edital/4nOhwB_2eAIZv0Va
2026-05-07;MG;Pouso Alegre;Camara Municipal De Pouso Alegre;Pregão - Eletrônico;1;;sim;25650078000182-1-000034/2026;https://pncp.gov.br/app/editais/25650078000182/2026/34;https://www.portaldecompraspublicas.com.br/processos/MG/Camara-Municipal-de-Pouso-Alegre-2885/PE-13-2026-2026-477886
2026-05-06;MT;Novo Horizonte Do Norte;Municipio De Novo Horizonte Do Norte;Pregão - Eletrônico;1;1546,82;nao;03238888000193-1-000013/2026;https://pncp.gov.br/app/editais/03238888000193/2026/13;https://transparencia.agilicloud.com.br/prefnovohorizontenorte-mt/licitacoes/licitacao?id=850
2026-05-05;AP;Macapá;Secretaria De Estado De Compras E Licitacoes Do Amapa;Pregão - Eletrônico;3;1022143,74;sim;55515312000120-1-000020/2026;https://pncp.gov.br/app/editais/55515312000120/2026/20;
2026-05-04;PR;Maringá;Universidade Estadual De Maringa;Pregão - Eletrônico;2;777337,13;nao;79151312000156-1-000274/2026;https://pncp.gov.br/app/editais/79151312000156/2026/274;
2026-05-04;MT;Aripuanã;Municipio De Aripuana;Pregão - Presencial;2;1587391,24;nao;03507498000171-1-000044/2026;https://pncp.gov.br/app/editais/03507498000171/2026/44;https://transparencia.agilicloud.com.br/aripuana/licitacoes/licitacao?id=8344
2026-05-04;BA;Palmas De Monte Alto;Municipio De Palmas De Monte Alto;Pregão - Eletrônico;1;;nao;13982590000147-1-000076/2026;https://pncp.gov.br/app/editais/13982590000147/2026/76;https://www.portaldecompraspublicas.com.br/processos/BA/Prefeitura-Municipal-de-Palmas-de-Monte-Alto-2976/RPE-018-2026-2026-476917
2026-05-04;AL;Penedo;Municipio De Penedo;Pregão - Eletrônico;1;32025,88;nao;12243697000100-1-000032/2026;https://pncp.gov.br/app/editais/12243697000100/2026/32;https://bnccompras.com/Process/ProcessView?param1=[gkz]oa3nlbNaY4XfXCvtaygoavV_h2efnC0TYQijqvgtTXmclBwtD_GR33df/bpRrlba9iCBQi7g0eEf/30pJxAygp_Uaxg7PzosSdfCXmqw2HE=
2026-04-30;MT;Campo Novo Do Parecis;Municipio De Campo Novo Do Parecis;Pregão - Eletrônico;5;35812,95;nao;24772287000136-1-000070/2026;https://pncp.gov.br/app/editais/24772287000136/2026/70;https://bllcompras.com/Process/ProcessView?param1=[gkz]5vZ95thIcBuSpQyiyLLCVA9lHebP_IMmxFpTmir54ZZLL35PQNJe2jRiwFoUXc0rFdjDDR4pvx1SB7PSwaDijwOWUqjzmWNVdKztAAMY3t0=
2026-04-30;RJ;Rio De Janeiro;Comando Da Marinha;Dispensa;1;5180,00;nao;00394502000144-1-003609/2026;https://pncp.gov.br/app/editais/00394502000144/2026/3609;
2026-04-30;RS;Nova Ramada;Municipio De Nova Ramada;Pregão - Eletrônico;2;269640,00;nao;01611828000149-1-000074/2026;https://pncp.gov.br/app/editais/01611828000149/2026/74;
2026-04-30;RS;Tapes;Municipio De Tapes;Pregão - Eletrônico;1;21561,45;nao;88811948000178-1-000104/2026;https://pncp.gov.br/app/editais/88811948000178/2026/104;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Tapes-57/RPE-9-2026-2026-476733
2026-04-30;PI;Joaquim Pires;Municipio De Joaquim Pires;Pregão - Eletrônico;1;;nao;06554208000139-1-000024/2026;https://pncp.gov.br/app/editais/06554208000139/2026/24;http://www.joaquimpirescontrata.com.br
2026-04-30;MS;Nioaque;Municipio De Nioaque;Dispensa;2;49932,90;nao;03073699000108-1-000019/2026;https://pncp.gov.br/app/editais/03073699000108/2026/19;
2026-04-29;RJ;Miguel Pereira;Municipio De Miguel Pereira;Pregão - Eletrônico;2;199479,98;nao;32415283000129-1-000042/2026;https://pncp.gov.br/app/editais/32415283000129/2026/42;
2026-04-29;GO;Vianópolis;Municipio De Vianopolis;Dispensa;1;870,00;nao;01299692000183-1-000139/2026;https://pncp.gov.br/app/editais/01299692000183/2026/139;
2026-04-29;CE;Ocara;Municipio De Ocara;Pregão - Eletrônico;1;173741,60;nao;12459616000104-1-000034/2026;https://pncp.gov.br/app/editais/12459616000104/2026/34;http://compras.m2atecnologia.com.br/processos/publicacao/fc934f18d75145beb042de0adebc19f2/registro-de-preco-para-aquisicao-de-materiais-perm
2026-04-29;MA;Estreito;Municipio De Estreito;Pregão - Eletrônico;1;66708,40;nao;07070873000110-1-000039/2026;https://pncp.gov.br/app/editais/07070873000110/2026/39;https://licitanet.com.br/sessao/183035
2026-04-29;RS;Nova Pádua;Municipio De Nova Padua;Dispensa;1;16061,68;nao;92871532000112-1-000146/2026;https://pncp.gov.br/app/editais/92871532000112/2026/146;
2026-04-29;MG;Araçuaí;Camara Municipal De Aracuai;Pregão - Eletrônico;1;54233,33;nao;26201996000197-1-000018/2026;https://pncp.gov.br/app/editais/26201996000197/2026/18;https://app2.licitardigital.com.br/pesquisa/99035
2026-04-29;MT;Cuiabá;Estado De Mato Grosso;Pregão - Eletrônico;1;32320,75;nao;03507415001205-1-000004/2026;https://pncp.gov.br/app/editais/03507415001205/2026/4;
2026-04-29;MG;Janaúba;Camara Municipal De Janauba;Pregão - Eletrônico;1;25396,50;nao;25204462000151-1-000015/2026;https://pncp.gov.br/app/editais/25204462000151/2026/15;https://www.portaldecompraspublicas.com.br/processos/MG/Camara-Municipal-de-Janauba-2881/PE-010-2026-2026-476150
2026-04-28;MG;Belo Horizonte;Policia Civil Do Estado De Minas Gerais;Pregão - Eletrônico;2;;nao;18715532000170-1-000030/2026;https://pncp.gov.br/app/editais/18715532000170/2026/30;https://www1.compras.mg.gov.br/n/procedimentolei14133/consulta/eletronico/visualizar/2026/88/1511189
2026-04-28;RJ;Rio De Janeiro;Comando Da Marinha;Dispensa;1;22398,00;nao;00394502000144-1-003467/2026;https://pncp.gov.br/app/editais/00394502000144/2026/3467;
2026-04-27;MG;Mariana;Instituto De Previdencia Dos Servidores Publicos De Mariana - Iprev Ma;Pregão - Eletrônico;1;13600,00;nao;30317936000101-1-000002/2026;https://pncp.gov.br/app/editais/30317936000101/2026/2;https://app2.licitardigital.com.br/pesquisa/97436
2026-04-27;PR;Rancho Alegre;Municipio De Rancho Alegre;Pregão - Eletrônico;1;88585,20;nao;75829416000116-1-000042/2026;https://pncp.gov.br/app/editais/75829416000116/2026/42;https://bnccompras.com/Process/ProcessView?param1=[gkz]JWhNJrROqLM1onUkoO0/QMXO4KeF6AQ_JXFZN1zYSfHEz1m/EyOgMvZ2q_SAlObyV3cFwBoFJLFFFJadHhx/U8Z/W_DUTetFiu2nxCAVovQ=
2026-04-27;MG;Ouro Fino;Departamento Municipal Autonomo De Agua E Esgoto;Pregão - Eletrônico;2;6727,06;nao;41779117000100-1-000019/2026;https://pncp.gov.br/app/editais/41779117000100/2026/19;https://dmaaeof.com/licitacoes/
2026-04-27;ES;Mimoso Do Sul;Municipio De Mimoso Do Sul;Pregão - Eletrônico;1;3488,33;nao;27174119000137-1-000044/2026;https://pncp.gov.br/app/editais/27174119000137/2026/44;https://www.portaldecompraspublicas.com.br/processos/ES/Prefeitura-Municipal-de-Mimoso-do-Sul-2486/PE-000001-2026-2026-475527
2026-04-24;BA;Riacho De Santana;Riacho De Santana Camara Municipal;Pregão - Eletrônico;1;15609,67;nao;42696252000147-1-000016/2026;https://pncp.gov.br/app/editais/42696252000147/2026/16;
2026-04-24;SP;São Paulo;Fund Pe Anchieta Centro Paulista Radio E Tv Educativas;Dispensa;1;2750,00;nao;61914891000186-1-000156/2026;https://pncp.gov.br/app/editais/61914891000186/2026/156;
2026-04-24;MT;Cuiabá;Empresa Mato-Grossense De Tecnologia Da Informação ;Pregão - Eletrônico;1;;nao;15011059000152-1-000006/2026;https://pncp.gov.br/app/editais/15011059000152/2026/6;
2026-04-23;MG;São Miguel Do Anta;Municipio De Sao Miguel Do Anta;Pregão - Eletrônico;1;;nao;18133926000110-1-000020/2026;https://pncp.gov.br/app/editais/18133926000110/2026/20;https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Sao-Miguel-do-Anta-3482/RPE-010-2026-2026-474510
2026-04-23;MG;Itumirim;Municipio De Itumirim;Pregão - Eletrônico;1;;sim;18244392000108-1-000024/2026;https://pncp.gov.br/app/editais/18244392000108/2026/24;https://itumirim.licitapp.com.br//
2026-04-23;AL;Coqueiro Seco;Municipio De Coqueiro Seco;Pregão - Eletrônico;1;6165,34;nao;12200325000105-1-000006/2026;https://pncp.gov.br/app/editais/12200325000105/2026/6;https://bnccompras.com/Process/ProcessView?param1=[gkz]eXJTek58cVHNV6c7l4igtVEvHIToavk3M0OFiN6oGa/EupYNoCgm2O3OY341Deb4M7zc_XlmuxcLy16aeXHg4uH0UO/JZH3EMS/GOcgFaTY=
2026-04-23;AL;Barra De São Miguel;Municipio De Barra De Sao Miguel;Pregão - Eletrônico;1;17569,70;nao;12263869000108-1-000022/2026;https://pncp.gov.br/app/editais/12263869000108/2026/22;https://bnccompras.com/Process/ProcessView?param1=[gkz]T32TqQyaRONR9fuiBXA9jcXiL4AGJYjjHj1Ndek959LJ/8jzEDWgZLlwjYWijLFaQ2BEaYsYqCCT736r5_pHBPCH69NdIq1zS/tykyuOiNY=
2026-04-23;RO;Colorado Do Oeste;Municipio De Colorado Do Oeste;Pregão - Eletrônico;1;859,56;sim;04391512000187-1-000029/2026;https://pncp.gov.br/app/editais/04391512000187/2026/29;https://licitanet.com.br/sessao/182180
2026-04-22;MG;Chácara;Municipio De Chacara;Pregão - Eletrônico;1;2132,55;nao;18338137000116-1-000037/2026;https://pncp.gov.br/app/editais/18338137000116/2026/37;https://app2.ammlicita.org.br/pesquisa/98084
2026-04-19;PA;Floresta Do Araguaia;Municipio De Floresta Do Araguaia;Pregão - Eletrônico;1;11213,33;nao;01613338000181-1-000019/2026;https://pncp.gov.br/app/editais/01613338000181/2026/19;https://www.portaldecompraspublicas.com.br/processos/PA/Prefeitura-Municipal-de-Floresta-do-Araguaia-2079/RPE-00022026-SMS-2026-2026-473922
2026-04-17;RS;Alegrete;Comando Do Exercito;Dispensa;1;12926,57;nao;00394452000103-1-007948/2026;https://pncp.gov.br/app/editais/00394452000103/2026/7948;
2026-04-17;MT;Alto Taquari;Municipio De Alto Taquari;Pregão - Eletrônico;1;185900,00;nao;01362680000156-1-000046/2026;https://pncp.gov.br/app/editais/01362680000156/2026/46;https://licitanet.com.br/sessao/181742
2026-04-16;PE;Olinda;Municipio De Olinda;Dispensa;1;5725,00;nao;10404184000109-1-000303/2026;https://pncp.gov.br/app/editais/10404184000109/2026/303;
2026-04-16;MA;Itapecuru Mirim;Municipio De Itapecuru Mirim;Pregão - Eletrônico;1;15285,22;nao;05648696000180-1-000029/2026;https://pncp.gov.br/app/editais/05648696000180/2026/29;
2026-04-16;AC;Rio Branco;Estado Do Acre;Pregão - Eletrônico;1;25182,01;nao;63606479000124-1-001018/2025;https://pncp.gov.br/app/editais/63606479000124/2025/1018;http://www.gov.br/compras/pt-br/ e/ou  http://www.licitacao.ac.gov.br
2026-04-15;MG;Antônio Dias;Municipio De Antonio Dias;Pregão - Eletrônico;2;13097,99;nao;16796575000100-1-000020/2026;https://pncp.gov.br/app/editais/16796575000100/2026/20;https://app2.ammlicita.org.br/pesquisa/97480
2026-04-15;RJ;Nova Iguaçu;Municipio De Nova Iguacu;Pregão - Eletrônico;1;114720,00;nao;29138278000101-1-000040/2025;https://pncp.gov.br/app/editais/29138278000101/2025/40;https://pmnovaiguacu.geosiap.net.br/portal-transparencia/licitacoes/processo/5276
2026-04-15;PB;Nazarezinho;Municipio De Nazarezinho;Pregão - Eletrônico;1;37173,72;nao;08999708000100-1-000028/2026;https://pncp.gov.br/app/editais/08999708000100/2026/28;https://www.portaldecompraspublicas.com.br/processos/PB/Prefeitura-Municipal-de-Nazarezinho-2306/PE-00016-2026-2026-473065
2026-04-15;MS;Nioaque;Municipio De Nioaque;Pregão - Eletrônico;1;29990,00;nao;03073699000108-1-000018/2026;https://pncp.gov.br/app/editais/03073699000108/2026/18;https://comprasbr.com.br/pregao-eletronico-detalhe/?idlicitacao=44584
2026-04-15;BA;Salvador;Conselho Regional De Administracao;Dispensa;1;45867,50;nao;14998009000148-1-000011/2026;https://pncp.gov.br/app/editais/14998009000148/2026/11;
2026-04-15;MG;Lajinha;Municipio De Lajinha;Pregão - Eletrônico;2;23808,43;nao;18392522000141-1-000029/2026;https://pncp.gov.br/app/editais/18392522000141/2026/29;
2026-04-15;SP;São José Do Rio Preto;Servico Municipal Autonomo De Agua E Esgoto;Pregão - Eletrônico;1;15590,00;nao;04691691000178-1-000101/2026;https://pncp.gov.br/app/editais/04691691000178/2026/101;https://compras.empro.com.br/
2026-04-14;RJ;Rio De Janeiro;Fiotec - Fundacao Para O Desenvolvimento Cientifico E Tecnologico Em S;Dispensa;1;;nao;02385669000174-1-000412/2026;https://pncp.gov.br/app/editais/02385669000174/2026/412;https://bllcompras.com/Process/ProcessView?param1=[gkz]0roSLVYjhItpxlTXmKwkIlT5qdBkeLb0EyyGSCU5EKLuYb0b53fDvKf8h1yUy4hyXy/pQADOVZ4h2aMwfvY07LY8oeyYfB0o1pXSRzvyH4g=
2026-04-14;RN;Jundiá;Municipio De Jundia;Pregão - Eletrônico;1;38759,00;nao;04214217000155-1-000026/2026;https://pncp.gov.br/app/editais/04214217000155/2026/26;https://www.portaldecompraspublicas.com.br/processos/RN/Prefeitura-Municipal-de-Jundia-1314/RPE-006-2026-2026-472045
2026-04-14;PB;Alagoa Grande;Municipio De Alagoa Grande;Pregão - Eletrônico;1;169900,05;nao;08753204000105-1-000020/2026;https://pncp.gov.br/app/editais/08753204000105/2026/20;https://www.portaldecompraspublicas.com.br/processos/PB/Prefeitura-Municipal-de-Alagoa-Grande-4972/RPE-14-2026-2026-472380
2026-04-14;CE;Eusébio;Municipio De Eusebio;Pregão - Eletrônico;1;4545,36;nao;23563067000130-1-000031/2026;https://pncp.gov.br/app/editais/23563067000130/2026/31;https://bllcompras.com/Process/ProcessView?param1=[gkz]Lty91WYHBaWw/Yy0v5l2wfTIwpog3uha67IrpXYtBQFsLvTMMlNwzU0G/gQ21eljotPPgSCisVhtFH/uJjLsBrZmZdHBwOr4lZRrG3VQqhA=
2026-04-14;RN;Jundiá;Municipio De Jundia;Pregão - Eletrônico;1;38759,00;nao;04214217000155-1-000027/2026;https://pncp.gov.br/app/editais/04214217000155/2026/27;
2026-04-14;GO;Goianésia;Fundo Especial De Reequipamento Do Corpo De Bombeiros Militar;Dispensa;1;512,00;nao;05989335000106-1-000009/2026;https://pncp.gov.br/app/editais/05989335000106/2026/9;
2026-04-13;PR;Goioerê;Municipio De Goioere;Dispensa;1;2619,00;nao;78198975000163-1-000073/2026;https://pncp.gov.br/app/editais/78198975000163/2026/73;
2026-04-10;RJ;Rio De Janeiro;Estado Do Rio De Janeiro;Pregão - Eletrônico;1;;nao;42498600000171-1-001655/2026;https://pncp.gov.br/app/editais/42498600000171/2026/1655;https://www.compras.rj.gov.br/EditaisLicitacoes/detalhar.action?idLic=36490
2026-04-10;RS;Pinhal Da Serra;Municipio De Pinhal Da Serra;Pregão - Eletrônico;1;11261,22;nao;04213870000108-1-000019/2026;https://pncp.gov.br/app/editais/04213870000108/2026/19;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Pinhal-da-Serra-3217/RPE-15-2026-2026-471771
2026-04-10;CE;Fortaleza;Comando Do Exercito;Dispensa;1;10519,13;nao;00394452000103-1-007425/2026;https://pncp.gov.br/app/editais/00394452000103/2026/7425;
2026-04-10;MA;Alto Alegre Do Maranhão;Municipio De Alto Alegre Do Maranhao - Camara Municipal;Dispensa;1;17,50;nao;02232044000172-1-000010/2026;https://pncp.gov.br/app/editais/02232044000172/2026/10;https://licitanet.com.br/sessao/180634
2026-04-10;MG;Três Corações;Camara Municipal De Tres Coracoes;Pregão - Eletrônico;1;99000,00;nao;25641200000154-1-000039/2026;https://pncp.gov.br/app/editais/25641200000154/2026/39;
2026-04-10;MG;Jequitibá;Municipio De Jequitiba;Pregão - Eletrônico;1;12076,60;nao;18062208000109-1-000011/2026;https://pncp.gov.br/app/editais/18062208000109/2026/11;https://app2.licitardigital.com.br/pesquisa/97179
2026-04-10;PE;Cabo De Santo Agostinho;Municipio Do Cabo De Santo Agostinho;Pregão - Eletrônico;1;708300,00;nao;11294402000162-1-000054/2026;https://pncp.gov.br/app/editais/11294402000162/2026/54;https://bnccompras.com/Process/ProcessView?param1=[gkz]N6JAH5pgaCBEKWLvIyedILgBhS1ba0NH7VaThnX4prjmDjUw33vtW8KwWpz4BD4DYB2XV4FwL_p1VclgZTiFkgCG2S/bSXb1ILEcAklkXhg=
2026-04-09;RO;Ariquemes;Municipio De Ariquemes;Dispensa;1;1317,35;nao;04104816000116-1-000077/2026;https://pncp.gov.br/app/editais/04104816000116/2026/77;
2026-04-09;RJ;Rio De Janeiro;Universidade Federal Do Rio De Janeiro;Dispensa;1;8700,00;nao;33663683000116-1-000049/2026;https://pncp.gov.br/app/editais/33663683000116/2026/49;
2026-04-09;MT;São José Dos Quatro Marcos;Municipio De Sao Jose Dos Quatro Marcos;Pregão - Eletrônico;1;575000,00;nao;15024029000180-1-000033/2026;https://pncp.gov.br/app/editais/15024029000180/2026/33;https://licitanet.com.br/sessao/180552
2026-04-09;SP;Araras;Municipio De Araras;Dispensa;1;6480,00;nao;44215846000114-1-000072/2026;https://pncp.gov.br/app/editais/44215846000114/2026/72;
2026-04-09;RS;Balneário Pinhal;Municipio De Balneario Pinhal;Pregão - Eletrônico;1;52100,00;nao;01611339000197-1-000072/2026;https://pncp.gov.br/app/editais/01611339000197/2026/72;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Balneario-Pinhal-5267/PE-9-2026-2026-471182
2026-04-09;RJ;Nilópolis;Municipio De Nilopolis;Dispensa;1;44639,17;nao;29138286000158-1-000112/2025;https://pncp.gov.br/app/editais/29138286000158/2025/112;http://www.portaldecomprasnilopolis.com.br
2026-04-08;MG;Santana Da Vargem;Municipio De Santana Da Vargem;Pregão - Eletrônico;1;47212,50;nao;18245183000170-1-000051/2026;https://pncp.gov.br/app/editais/18245183000170/2026/51;https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Santana-da-Vargem-3366/RPE-4-2026-2026-459382
2026-04-07;MG;Formiga;Camara Municipal De Formiga;Dispensa;1;105,02;nao;20914305000116-1-000021/2026;https://pncp.gov.br/app/editais/20914305000116/2026/21;
2026-04-07;SP;Parisi;Municipio De Parisi;Pregão - Eletrônico;1;105500,00;nao;59858134000190-1-000008/2026;https://pncp.gov.br/app/editais/59858134000190/2026/8;http://177.39.83.130:8079/comprasedital/
2026-04-06;BA;Cipó;Municipio De Cipo;Pregão - Eletrônico;1;54824,58;nao;13808936000195-1-000032/2026;https://pncp.gov.br/app/editais/13808936000195/2026/32;https://www.portaldecompraspublicas.com.br/processos/BA/Prefeitura-Muncipal-de-Cipo-1105/RPE-020-2026-2026-469001
2026-04-06;MG;Joaíma;Municipio De Joaima;Pregão - Eletrônico;1;2716,16;nao;18495812000110-1-000013/2026;https://pncp.gov.br/app/editais/18495812000110/2026/13;https://bllcompras.com/Process/ProcessView?param1=[gkz]mxBgQRtuY5xs5HcGMdpnM6aS64mk3AcK70rVnlVs2ksV_UGbDgtHrEwpREMo7AUn7lZ0AKC/PVPHdQDzbs4//GjeBiwnL4VcV40hp8yyMNs=
2026-04-02;RN;Tangará;Municipio De Tangara;Pregão - Eletrônico;1;15509,80;nao;08159089000145-1-000029/2026;https://pncp.gov.br/app/editais/08159089000145/2026/29;
2026-04-01;RS;Vista Alegre;Municipio De Vista Alegre;Pregão - Eletrônico;3;6751,12;nao;92403583000110-1-000002/2026;https://pncp.gov.br/app/editais/92403583000110/2026/2;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Vista-Alegre-1542/RPE-2-2026-2026-469288
2026-04-01;RO;Porto Velho;Instituto De Pesos E Medidas Do Estado De Rondonia;Dispensa;4;670,00;nao;34481028000100-1-000009/2025;https://pncp.gov.br/app/editais/34481028000100/2025/9;
2026-04-01;BA;Arataca;Municipio De Arataca;Dispensa;2;;nao;13658158000103-1-000036/2026;https://pncp.gov.br/app/editais/13658158000103/2026/36;
2026-04-01;RS;Quevedos;Municipio De Quevedos;Pregão - Eletrônico;1;2638,25;nao;94444122000110-1-000020/2026;https://pncp.gov.br/app/editais/94444122000110/2026/20;https://www.portaldecompraspublicas.com.br/processos/RS/Prefeitura-Municipal-de-Quevedos-5081/PE-19-2026-2026-469010
2026-03-30;PE;Recife;Secretaria Da Fazenda;Pregão - Eletrônico;2;15368426,63;sim;10572014001024-1-000004/2026;https://pncp.gov.br/app/editais/10572014001024/2026/4;
2026-03-30;AM;Manaus;Manaus Previdencia - Manausprev;Pregão - Eletrônico;1;;nao;07637990000112-1-000008/2026;https://pncp.gov.br/app/editais/07637990000112/2026/8;https://compras.manaus.am.gov.br/publico/item_em_andamento.asp?id=141833
2026-03-30;MG;Conselheiro Lafaiete;Consorcio Publico Para Desenvolvimento Do Alto Paraopeba;Pregão - Eletrônico;2;795723,81;nao;08753385000170-1-000006/2026;https://pncp.gov.br/app/editais/08753385000170/2026/6;
2026-03-30;GO;Jataí;Municipio De Jatai;Pregão - Eletrônico;1;3060,00;nao;01165729000180-1-000116/2026;https://pncp.gov.br/app/editais/01165729000180/2026/116;https://www.portaldecompraspublicas.com.br/processos/GO/Prefeitura-Municipal-de-Jatai-1755/PE-0003-2026-2026-468813
2026-03-30;CE;Independência;Municipio De Independencia;Pregão - Eletrônico;1;171700,02;nao;07982028000110-1-000010/2026;https://pncp.gov.br/app/editais/07982028000110/2026/10;http://compras.m2atecnologia.com.br/processos/publicacao/c2b40f10ef7a4080ad8e3494a9a8657b/registro-de-precos-para-futura-e-eventual-aquisica
2026-03-30;RS;São Leopoldo;Servico Municipal De Agua E Esgotos-Semae;Dispensa;1;3400,40;nao;88368386000130-1-000062/2026;https://pncp.gov.br/app/editais/88368386000130/2026/62;
2026-03-27;MG;João Monlevade;Consorcio Publico De Gestao De Residuos Solidos - Cpgrs;Pregão - Eletrônico;1;47985,00;nao;07712645000104-1-000011/2026;https://pncp.gov.br/app/editais/07712645000104/2026/11;https://app2.licitardigital.com.br/pesquisa/95661
2026-03-27;MG;Santana Da Vargem;Municipio De Santana Da Vargem;Pregão - Eletrônico;1;47212,50;nao;18245183000170-1-000042/2026;https://pncp.gov.br/app/editais/18245183000170/2026/42;https://www.portaldecompraspublicas.com.br/processos/MG/Prefeitura-Municipal-de-Santana-da-Vargem-3366/RPE-4-2026-2026-459382
2026-03-27;MG;Monsenhor Paulo;Municipio De Monsenhor Paulo;Pregão - Eletrônico;1;1388,54;nao;22541874000199-1-000028/2026;https://pncp.gov.br/app/editais/22541874000199/2026/28;https://monsenhorpaulo.mg.gov.br/site/licitacao-2025/
2026-03-27;GO;Guapó;Municipio De Guapo;Dispensa;1;20081,17;nao;01373497000156-1-000098/2026;https://pncp.gov.br/app/editais/01373497000156/2026/98;
2026-03-27;AC;Rio Branco;Estado Do Acre;Dispensa;1;;nao;63606479000124-1-000126/2026;https://pncp.gov.br/app/editais/63606479000124/2026/126;
2026-03-27;PE;Caruaru;Secretaria De Saude;Dispensa;1;2010,53;nao;10572048000128-1-000311/2026;https://pncp.gov.br/app/editais/10572048000128/2026/311;
2026-03-26;RJ;Rio De Janeiro;Fiotec - Fundacao Para O Desenvolvimento Cientifico E Tecnologico Em S;Dispensa;1;;nao;02385669000174-1-000329/2026;https://pncp.gov.br/app/editais/02385669000174/2026/329;https://bllcompras.com/Process/ProcessView?param1=[gkz]QBRwrOEx0ufEWdDPqI_PGiHPx6H2Q6F1wPCKawfNuY8fe5wfEqF5j8siRElRjA7TPkQCkZPrh1GJamXQXe6b4hjmYF_A12prdvNVhTkdFZY=
